RecordID,PolicyID,TransactionType,PolicyStartDate,CancellationDate,DaysUsed,DaysPaid,PaymentFrequency,AnnualTotalCharge,ProductA_Premium,ProductA_TaxAmount,ProductA_Commission,ProductA_AdminFee,ProductB_Premium,ProductB_TaxAmount,ProductB_Commission,ProductC_Premium,ProductC_TaxAmount,ProductC_Commission,ProductC_AdminFee,EventEffectiveDate,PolicyEndDate,IntervalMonths,AlignedStart,PayStart,PayDate,PaymentMonthNum,UnderwrittenMonthNum,CancellationEffectiveDate,CancellationStatus,InstalmentCount,Base_Installment_Premium_A,Base_Installment_Tax_A,Base_Installment_Premium_B,Base_Installment_Tax_B,Base_Installment_Premium_C,Base_Installment_Tax_C,UpgradeInstalmentCount,Upgrade_Installment_Premium_A,Upgrade_Installment_Tax_A,Upgrade_Installment_Premium_B,Upgrade_Installment_Tax_B,Upgrade_Installment_Premium_C,Upgrade_Installment_Tax_C
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/08/2024,202408,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/09/2024,202409,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/10/2024,202410,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/11/2024,202411,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/12/2024,202412,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/01/2025,202501,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/02/2025,202502,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/06/2024,202406,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/07/2024,202407,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/08/2024,202408,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/09/2024,202409,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/10/2024,202410,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/11/2024,202411,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/12/2024,202412,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/01/2025,202501,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/02/2025,202502,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/03/2025,202503,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/04/2025,202504,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/05/2025,202505,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/10/2024,202410,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/11/2024,202411,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/12/2024,202412,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/01/2025,202501,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/02/2025,202502,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/03/2025,202503,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/04/2025,202504,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/05/2025,202505,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/06/2025,202506,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/07/2025,202507,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/08/2025,202508,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/09/2025,202509,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1009,POL-1004,New,20/01/2024,,0,0,annual,420,210,21,10,5,100,10,6,110,11,6,2.5,20/01/2024,31/12/2024,12,20/01/2024,20/01/2024,20/01/2024,202401,202401,15/03/2024,Before Cancellation,1,210,21,100,10,110,11,,,,,,,
1010,POL-1004,Cancellation,15/03/2024,15/03/2024,50,40,annual,-280,-140,-14,-7,-3,-60,-6,-3.5,-80,-8,-4.5,-1.8,15/03/2024,28/02/2025,12,15/03/2024,15/03/2024,15/03/2024,202403,202403,15/03/2024,In Cancellation Month,1,-140,-14,-60,-6,-80,-8,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/05/2024,202405,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/06/2024,202406,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/07/2024,202407,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/08/2024,202408,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/09/2024,202409,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/10/2024,202410,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/11/2024,202411,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/12/2024,202412,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/01/2025,202501,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/02/2025,202502,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/03/2025,202503,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1011,POL-1005,New,22/05/2024,,0,0,monthly,95,40,4,2.5,1.8,25,2.5,1.5,30,3,1.5,0.6,22/05/2024,30/04/2025,1,22/05/2024,22/05/2024,22/04/2025,202504,202405,,No Cancellation,12,3.3333333333333335,0.3333333333333333,2.0833333333333335,0.20833333333333334,2.5,0.25,,,,,,,
1012,POL-1006,New,01/07/2024,,0,0,quarterly,260,130,13,6,3,60,6,4,70,7,3.5,1.2,01/07/2024,30/06/2025,3,01/07/2024,01/07/2024,01/07/2024,202407,202407,,No Cancellation,4,32.5,3.25,15,1.5,17.5,1.75,,,,,,,
1012,POL-1006,New,01/07/2024,,0,0,quarterly,260,130,13,6,3,60,6,4,70,7,3.5,1.2,01/07/2024,30/06/2025,3,01/07/2024,01/07/2024,01/10/2024,202410,202407,,No Cancellation,4,32.5,3.25,15,1.5,17.5,1.75,,,,,,,
1012,POL-1006,New,01/07/2024,,0,0,quarterly,260,130,13,6,3,60,6,4,70,7,3.5,1.2,01/07/2024,30/06/2025,3,01/07/2024,01/07/2024,01/01/2025,202501,202407,,No Cancellation,4,32.5,3.25,15,1.5,17.5,1.75,,,,,,,
1012,POL-1006,New,01/07/2024,,0,0,quarterly,260,130,13,6,3,60,6,4,70,7,3.5,1.2,01/07/2024,30/06/2025,3,01/07/2024,01/07/2024,01/04/2025,202504,202407,,No Cancellation,4,32.5,3.25,15,1.5,17.5,1.75,,,,,,,
1013,POL-1006,Upgrade,10/11/2024,,120,90,quarterly,40,20,2,1.2,0.8,8,0.8,0.6,12,1.2,0.6,0.4,10/11/2024,31/10/2025,3,10/11/2024,10/11/2024,10/11/2024,202411,202411,,No Cancellation,4,,,,,,,4,5,0.5,2,0.2,3,0.3
1013,POL-1006,Upgrade,10/11/2024,,120,90,quarterly,40,20,2,1.2,0.8,8,0.8,0.6,12,1.2,0.6,0.4,10/11/2024,31/10/2025,3,10/11/2024,10/11/2024,10/02/2025,202502,202411,,No Cancellation,4,,,,,,,4,5,0.5,2,0.2,3,0.3
1013,POL-1006,Upgrade,10/11/2024,,120,90,quarterly,40,20,2,1.2,0.8,8,0.8,0.6,12,1.2,0.6,0.4,10/11/2024,31/10/2025,3,10/11/2024,10/11/2024,10/05/2025,202505,202411,,No Cancellation,4,,,,,,,4,5,0.5,2,0.2,3,0.3
1013,POL-1006,Upgrade,10/11/2024,,120,90,quarterly,40,20,2,1.2,0.8,8,0.8,0.6,12,1.2,0.6,0.4,10/11/2024,31/10/2025,3,10/11/2024,10/11/2024,10/08/2025,202508,202411,,No Cancellation,4,,,,,,,4,5,0.5,2,0.2,3,0.3
